[1,2](100) 1 2 
[1,3](200) 1 2 3 
[1,4](265) 1 240 98 99 145 267 4 
[1,5](278) 1 119 222 108 94 17 12 268 262 106 5 
[1,6](378) 1 119 222 108 94 17 12 268 262 106 5 6 
[1,7](478) 1 119 222 108 94 17 12 268 262 106 5 6 7 
[1,8](372) 1 240 160 58 203 204 206 179 180 8 
[1,9](472) 1 240 160 58 203 204 206 179 180 8 9 
[1,10](202) 1 2 110 254 126 10 
[1,11](194) 1 240 160 161 11 
[1,12](184) 1 119 222 108 94 17 12 
[1,13](138) 1 60 61 13 
[1,14](238) 1 60 61 13 14 
[1,15](220) 1 240 160 58 203 204 15 
[1,16](150) 1 119 222 108 94 40 16 
[1,17](162) 1 119 222 108 94 17 
[1,18](148) 1 2 144 104 131 18 
[1,19](232) 1 240 160 58 203 204 15 19 
[1,20](332) 1 240 160 58 203 204 15 19 20 
[1,21](432) 1 240 160 58 203 204 15 19 20 21 
[1,22](168) 1 240 98 99 22 
[1,23](268) 1 240 98 99 22 23 
[1,24](204) 1 2 144 104 216 87 168 284 39 24 
[1,25](304) 1 2 144 104 216 87 168 284 39 24 25 
[1,26](133) 1 240 160 58 203 26 
[1,27](233) 1 240 160 58 203 26 27 
[1,28](333) 1 240 160 58 203 26 27 28 
[1,29](195) 1 119 222 108 94 40 300 59 92 29 
[1,30](286) 1 240 160 58 203 204 15 19 265 30 
[1,31](166) 1 2 144 104 216 31 
[1,32](266) 1 2 144 104 216 31 32 
[1,33](259) 1 240 160 58 203 204 206 33 
[1,34](292) 1 2 110 254 126 127 34 
[1,35](392) 1 2 110 254 126 127 34 35 
[1,36](268) 1 119 222 108 94 95 36 
[1,37](166) 1 2 144 73 37 
[1,38](117) 1 240 160 58 203 38 
[1,39](200) 1 2 144 104 216 87 168 284 39 
[1,40](142) 1 119 222 108 94 40 
[1,41](242) 1 119 222 108 94 40 41 
[1,42](340) 1 119 222 108 94 235 196 197 42 
[1,43](257) 1 2 144 104 216 217 43 
[1,44](236) 1 2 144 104 216 87 168 284 44 
[1,45](248) 1 2 144 104 216 87 168 284 39 24 45 
[1,46](195) 1 119 222 52 68 174 81 46 
[1,47](295) 1 119 222 52 68 174 81 46 47 
[1,48](198) 1 119 120 166 48 
[1,49](298) 1 119 120 166 48 49 
[1,50](239) 1 119 120 166 48 50 
[1,51](339) 1 119 120 166 48 50 51 
[1,52](94) 1 119 222 52 
[1,53](176) 1 119 222 108 94 235 53 
[1,54](253) 1 240 98 99 145 267 54 
[1,55](220) 1 2 144 104 216 31 115 55 
[1,56](178) 1 2 144 73 116 56 
[1,57](134) 1 119 70 57 
[1,58](70) 1 240 160 58 
[1,59](155) 1 119 222 108 94 40 300 59 
[1,60](17) 1 60 
[1,61](117) 1 60 61 
[1,62](217) 1 60 61 62 
[1,63](317) 1 60 61 62 63 
[1,64](323) 1 2 144 104 131 18 192 282 283 64 
[1,65](294) 1 119 222 52 68 174 175 65 
[1,66](196) 1 2 110 254 66 
[1,67](155) 1 2 144 104 131 67 
[1,68](126) 1 119 222 52 68 
[1,69](226) 1 119 222 52 68 69 
[1,70](85) 1 119 70 
[1,71](175) 1 119 222 108 243 71 
[1,72](275) 1 119 222 108 243 71 72 
[1,73](132) 1 2 144 73 
[1,74](232) 1 2 144 73 74 
[1,75](329) 1 119 120 166 48 49 75 
[1,76](429) 1 119 120 166 48 49 75 76 
[1,77](271) 1 2 144 104 216 31 115 55 178 77 
[1,78](371) 1 2 144 104 216 31 115 55 178 77 78 
[1,79](150) 1 119 222 114 79 
[1,80](177) 1 119 222 108 94 40 16 80 
[1,81](191) 1 119 222 52 68 174 81 
[1,82](152) 1 2 144 104 216 82 
[1,83](252) 1 2 144 104 216 82 83 
[1,84](128) 1 2 84 
[1,85](228) 1 2 84 85 
[1,86](185) 1 2 144 104 131 18 86 
[1,87](175) 1 2 144 104 216 87 
[1,88](166) 1 119 222 108 94 40 300 88 
[1,89](266) 1 119 222 108 94 40 300 88 89 
[1,90](366) 1 119 222 108 94 40 300 88 89 90 
[1,91](323) 1 119 222 108 94 40 300 59 92 93 91 
[1,92](190) 1 119 222 108 94 40 300 59 92 
[1,93](290) 1 119 222 108 94 40 300 59 92 93 
[1,94](139) 1 119 222 108 94 
[1,95](239) 1 119 222 108 94 95 
[1,96](339) 1 119 222 108 94 95 96 
[1,97](263) 1 2 144 73 37 291 292 97 
[1,98](63) 1 240 98 
[1,99](163) 1 240 98 99 
[1,100](257) 1 2 144 104 216 82 83 100 
[1,101](197) 1 119 222 108 94 40 16 80 101 
[1,102](297) 1 119 222 108 94 40 16 80 101 102 
[1,103](397) 1 119 222 108 94 40 16 80 101 102 103 
[1,104](132) 1 2 144 104 
[1,105](227) 1 60 61 62 105 
[1,106](259) 1 119 222 108 94 17 12 268 262 106 
[1,107](217) 1 240 160 161 107 
[1,108](107) 1 119 222 108 
[1,109](207) 1 119 222 108 109 
[1,110](126) 1 2 110 
[1,111](181) 1 2 144 104 216 31 111 
[1,112](281) 1 2 144 104 216 31 111 112 
[1,113](188) 1 119 222 108 94 40 16 113 
[1,114](117) 1 119 222 114 
[1,115](203) 1 2 144 104 216 31 115 
[1,116](170) 1 2 144 73 116 
[1,117](257) 1 2 144 73 37 291 292 117 
[1,118](357) 1 2 144 73 37 291 292 117 118 
[1,119](39) 1 119 
[1,120](139) 1 119 120 
[1,121](148) 1 2 144 104 121 
[1,122](248) 1 2 144 104 121 122 
[1,123](280) 1 2 110 254 255 123 
[1,124](380) 1 2 110 254 255 123 124 
[1,125](480) 1 2 110 254 255 123 124 125 
[1,126](167) 1 2 110 254 126 
[1,127](267) 1 2 110 254 126 127 
[1,128](367) 1 2 110 254 126 127 128 
[1,129](467) 1 2 110 254 126 127 128 129 
[1,130](108) 1 240 160 130 
[1,131](144) 1 2 144 104 131 
[1,132](214) 1 240 98 99 22 132 
[1,133](314) 1 240 98 99 22 132 133 
[1,134](414) 1 240 98 99 22 132 133 134 
[1,135](132) 1 240 160 130 135 
[1,136](232) 1 240 160 130 135 136 
[1,137](209) 1 240 160 58 250 251 137 
[1,138](271) 1 240 160 130 135 136 138 
[1,139](236) 1 240 98 99 22 132 139 
[1,140](315) 1 2 110 254 270 287 288 140 
[1,141](309) 1 2 144 104 216 87 168 169 141 
[1,142](186) 1 2 144 73 37 228 142 
[1,143](233) 1 119 222 108 94 40 300 59 92 143 
[1,144](131) 1 2 144 
[1,145](175) 1 240 98 99 145 
[1,146](275) 1 240 98 99 145 146 
[1,147](375) 1 240 98 99 145 146 147 
[1,148](452) 1 119 120 166 48 49 75 76 148 
[1,149](211) 1 119 222 108 94 17 12 158 149 
[1,150](311) 1 119 222 108 94 17 12 158 149 150 
[1,151](213) 1 2 110 254 270 273 151 
[1,152](211) 1 2 144 73 116 152 
[1,153](199) 1 240 160 58 203 204 261 153 
[1,154](142) 1 119 222 52 154 
[1,155](199) 1 2 144 104 121 245 155 
[1,156](186) 1 2 144 104 216 87 156 
[1,157](276) 1 2 3 275 157 
[1,158](189) 1 119 222 108 94 17 12 158 
[1,159](289) 1 119 222 108 94 17 12 158 159 
[1,160](68) 1 240 160 
[1,161](168) 1 240 160 161 
[1,162](268) 1 240 160 161 162 
[1,163](146) 1 240 241 163 
[1,164](212) 1 119 222 108 94 235 53 164 
[1,165](210) 1 119 222 108 94 17 12 268 165 
[1,166](186) 1 119 120 166 
[1,167](286) 1 119 120 166 167 
[1,168](196) 1 2 144 104 216 87 168 
[1,169](296) 1 2 144 104 216 87 168 169 
[1,170](396) 1 2 144 104 216 87 168 169 170 
[1,171](496) 1 2 144 104 216 87 168 169 170 171 
[1,172](180) 1 119 222 108 94 40 172 
[1,173](280) 1 119 222 108 94 40 172 173 
[1,174](156) 1 119 222 52 68 174 
[1,175](256) 1 119 222 52 68 174 175 
[1,176](320) 1 2 144 104 216 87 168 169 176 
[1,177](280) 1 2 144 104 121 122 177 
[1,178](267) 1 2 144 104 216 31 115 55 178 
[1,179](271) 1 240 160 58 203 204 206 179 
[1,180](371) 1 240 160 58 203 204 206 179 180 
[1,181](213) 1 240 98 99 145 181 
[1,182](313) 1 240 98 99 145 181 182 
[1,183](201) 1 2 3 183 
[1,184](242) 1 2 144 73 37 220 186 184 
[1,185](318) 1 119 222 108 94 40 16 271 272 185 
[1,186](237) 1 2 144 73 37 220 186 
[1,187](219) 1 119 222 108 94 40 16 80 187 
[1,188](276) 1 60 61 209 210 188 
[1,189](211) 1 240 160 58 203 204 261 189 
[1,190](311) 1 240 160 58 203 204 261 189 190 
[1,191](277) 1 60 61 209 210 191 
[1,192](166) 1 2 144 104 131 18 192 
[1,193](152) 1 2 110 193 
[1,194](247) 1 2 144 73 37 291 194 
[1,195](231) 1 2 144 104 216 87 156 195 
[1,196](207) 1 119 222 108 94 235 196 
[1,197](307) 1 119 222 108 94 235 196 197 
[1,198](197) 1 2 144 104 121 198 
[1,199](297) 1 2 144 104 121 198 199 
[1,200](397) 1 2 144 104 121 198 199 200 
[1,201](189) 1 119 222 108 94 17 201 
[1,202](218) 1 119 222 108 94 40 16 113 211 202 
[1,203](94) 1 240 160 58 203 
[1,204](194) 1 240 160 58 203 204 
[1,205](257) 1 119 222 108 94 235 53 164 205 
[1,206](239) 1 240 160 58 203 204 206 
[1,207](241) 1 2 144 104 216 87 168 284 44 207 
[1,208](270) 1 2 144 73 37 291 194 208 
[1,209](151) 1 60 61 209 
[1,210](251) 1 60 61 209 210 
[1,211](216) 1 119 222 108 94 40 16 113 211 
[1,212](316) 1 119 222 108 94 40 16 113 211 212 
[1,213](201) 1 119 222 108 94 40 300 59 92 213 
[1,214](301) 1 119 222 108 94 40 300 59 92 213 214 
[1,215](401) 1 119 222 108 94 40 300 59 92 213 214 215 
[1,216](142) 1 2 144 104 216 
[1,217](242) 1 2 144 104 216 217 
[1,218](339) 1 240 160 58 203 204 261 189 190 277 218 
[1,219](278) 1 2 144 104 216 31 115 55 178 77 219 
[1,220](199) 1 2 144 73 37 220 
[1,221](299) 1 2 144 73 37 220 221 
[1,222](85) 1 119 222 
[1,223](185) 1 119 222 223 
[1,224](285) 1 119 222 223 224 
[1,225](197) 1 60 61 209 225 
[1,226](297) 1 60 61 209 225 226 
[1,227](246) 1 119 222 108 94 40 16 113 211 227 
[1,228](171) 1 2 144 73 37 228 
[1,229](257) 1 240 160 58 250 251 137 229 
[1,230](277) 1 240 160 130 135 136 230 
[1,231](377) 1 240 160 130 135 136 230 231 
[1,232](280) 1 2 144 104 216 31 115 55 178 77 219 232 
[1,233](213) 1 2 144 73 37 220 233 
[1,234](288) 1 2 144 104 216 217 234 
[1,235](173) 1 119 222 108 94 235 
[1,236](273) 1 119 222 108 94 235 236 
[1,237](325) 1 240 160 58 203 204 261 189 190 277 237 
[1,238](425) 1 240 160 58 203 204 261 189 190 277 237 238 
[1,239](261) 1 2 144 104 121 122 239 
[1,240](45) 1 240 
[1,241](145) 1 240 241 
[1,242](245) 1 240 241 242 
[1,243](142) 1 119 222 108 243 
[1,244](137) 1 240 160 130 244 
[1,245](178) 1 2 144 104 121 245 
[1,246](202) 1 119 222 108 94 40 16 80 246 
[1,247](270) 1 2 144 104 216 87 168 284 44 207 247 
[1,248](370) 1 2 144 104 216 87 168 284 44 207 247 248 
[1,249](470) 1 2 144 104 216 87 168 284 44 207 247 248 249 
[1,250](82) 1 240 160 58 250 
[1,251](182) 1 240 160 58 250 251 
[1,252](282) 1 240 160 58 250 251 252 
[1,253](382) 1 240 160 58 250 251 252 253 
[1,254](157) 1 2 110 254 
[1,255](257) 1 2 110 254 255 
[1,256](310) 1 2 144 104 121 122 177 256 
[1,257](404) 1 2 144 104 216 87 168 284 44 207 247 248 257 
[1,258](504) 1 2 144 104 216 87 168 284 44 207 247 248 257 258 
[1,259](284) 1 119 222 108 94 235 236 259 
[1,260](359) 1 119 222 108 94 40 300 59 92 93 91 260 
[1,261](198) 1 240 160 58 203 204 261 
[1,262](216) 1 119 222 108 94 17 12 268 262 
[1,263](316) 1 119 222 108 94 17 12 268 262 263 
