[1,264](274) 1 2 144 104 216 82 83 100 264 
[1,265](273) 1 240 160 58 203 204 15 19 265 
[1,266](373) 1 240 160 58 203 204 15 19 265 266 
[1,267](221) 1 240 98 99 145 267 
[1,268](202) 1 119 222 108 94 17 12 268 
[1,269](302) 1 119 222 108 94 17 12 268 269 
[1,270](159) 1 2 110 254 270 
[1,271](192) 1 119 222 108 94 40 16 271 
[1,272](292) 1 119 222 108 94 40 16 271 272 
[1,273](178) 1 2 110 254 270 273 
[1,274](278) 1 2 110 254 270 273 274 
[1,275](232) 1 2 3 275 
[1,276](223) 1 119 222 108 94 40 16 271 276 
[1,277](316) 1 240 160 58 203 204 261 189 190 277 
[1,278](172) 1 240 98 99 278 
[1,279](272) 1 240 98 99 278 279 
[1,280](184) 1 2 144 104 131 18 280 
[1,281](157) 1 2 84 281 
[1,282](204) 1 2 144 104 131 18 192 282 
[1,283](304) 1 2 144 104 131 18 192 282 283 
[1,284](199) 1 2 144 104 216 87 168 284 
[1,285](155) 1 240 160 130 135 285 
[1,286](250) 1 2 144 104 216 87 168 284 39 24 286 
[1,287](168) 1 2 110 254 270 287 
[1,288](268) 1 2 110 254 270 287 288 
[1,289](280) 1 2 144 73 37 220 186 289 
[1,290](380) 1 2 144 73 37 220 186 289 290 
[1,291](198) 1 2 144 73 37 291 
[1,292](231) 1 2 144 73 37 291 292 
[1,293](331) 1 2 144 73 37 291 292 293 
[1,294](431) 1 2 144 73 37 291 292 293 294 
[1,295](531) 1 2 144 73 37 291 292 293 294 295 
[1,296](328) 1 119 222 52 68 174 81 46 47 296 
[1,297](428) 1 119 222 52 68 174 81 46 47 296 297 
[1,298](277) 1 2 144 104 216 87 168 284 39 24 45 298 
[1,299](292) 1 2 144 104 216 82 83 100 264 299 
[1,300](153) 1 119 222 108 94 40 300 
